"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0042119"	"GO:0042119"	"neutrophil activation"	"33/392"	"498/18670"	6.30969937360648e-09	2.58823868305338e-05	2.29075296205987e-05	"COPB1/ARHGAP9/IL18/PRSS2/ITGAX/NFAM1/CRACR2A/TLR2/CLEC5A/VCL/DGAT1/GPR84/RAB27A/PTX3/PREX1/MLEC/DIAPH1/OLR1/SYK/ROCK1/PTPRJ/ANO6/MAN2B1/ORM2/CKAP4/CD93/UBR4/DNAJC3/SLC44A2/MAPK1/ITGAL/CXCL8/RAB14"	33
"GO:0043312"	"GO:0043312"	"neutrophil degranulation"	"30/392"	"485/18670"	1.43904671040981e-07	0.000224796506826794	0.000198958955078553	"COPB1/ARHGAP9/PRSS2/ITGAX/NFAM1/CRACR2A/TLR2/CLEC5A/VCL/DGAT1/GPR84/RAB27A/PTX3/MLEC/DIAPH1/OLR1/SYK/ROCK1/PTPRJ/ANO6/MAN2B1/ORM2/CKAP4/CD93/UBR4/DNAJC3/SLC44A2/MAPK1/ITGAL/RAB14"	30
"GO:0002283"	"GO:0002283"	"neutrophil activation involved in immune response"	"30/392"	"488/18670"	1.64405051311648e-07	0.000224796506826794	0.000198958955078553	"COPB1/ARHGAP9/PRSS2/ITGAX/NFAM1/CRACR2A/TLR2/CLEC5A/VCL/DGAT1/GPR84/RAB27A/PTX3/MLEC/DIAPH1/OLR1/SYK/ROCK1/PTPRJ/ANO6/MAN2B1/ORM2/CKAP4/CD93/UBR4/DNAJC3/SLC44A2/MAPK1/ITGAL/RAB14"	30
"GO:0002446"	"GO:0002446"	"neutrophil mediated immunity"	"30/392"	"499/18670"	2.65190379514245e-07	0.000271952734191858	0.000240695162880166	"COPB1/ARHGAP9/PRSS2/ITGAX/NFAM1/CRACR2A/TLR2/CLEC5A/VCL/DGAT1/GPR84/RAB27A/PTX3/MLEC/DIAPH1/OLR1/SYK/ROCK1/PTPRJ/ANO6/MAN2B1/ORM2/CKAP4/CD93/UBR4/DNAJC3/SLC44A2/MAPK1/ITGAL/RAB14"	30
"GO:0007265"	"GO:0007265"	"Ras protein signal transduction"	"27/392"	"448/18670"	1.01810468699632e-06	0.000835253085211784	0.000739251171673752	"LAT/RAB39A/SPATA13/RALGDS/SHOC2/FARP1/ARHGEF10L/FGD6/ARHGEF12/RIPOR2/MYO9B/CDKN2A/DENND1A/NUP62/RAB27A/PREX1/RASGRP4/RHOQ/ROCK1/ARFGEF2/ARHGEF40/RB1/RASA3/AKAP13/ITSN1/CYTH1/RAB14"	27
"GO:0046578"	"GO:0046578"	"regulation of Ras protein signal transduction"	"18/392"	"238/18670"	3.05988289697069e-06	0.0020919399405623	0.0018514975634477	"SPATA13/SHOC2/FARP1/ARHGEF10L/FGD6/ARHGEF12/RIPOR2/MYO9B/DENND1A/NUP62/PREX1/RASGRP4/ARFGEF2/ARHGEF40/RASA3/AKAP13/ITSN1/CYTH1"	18
"GO:0006984"	"GO:0006984"	"ER-nucleus signaling pathway"	"8/392"	"46/18670"	4.56619161236975e-06	0.00267578828484867	0.00236823983023508	"DDIT3/HERPUD1/ARHGEF10L/HSP90B1/HSPA5/GSK3B/MBTPS1/CXCL8"	8
"GO:0007596"	"GO:0007596"	"blood coagulation"	"21/392"	"336/18670"	9.48146725619679e-06	0.0048616223356149	0.00430283954823983	"GNAQ/ABAT/CARMIL1/DOCK8/VCL/RAB27A/P2RX4/ADORA2A/DOCK11/SYK/ANO6/PIK3R5/F5/PIK3CG/PRKCA/SCUBE1/CAPZA1/MAPK1/PTPN11/JMJD1C/MYH9"	21
"GO:0007599"	"GO:0007599"	"hemostasis"	"21/392"	"341/18670"	1.18617919633638e-05	0.0050856848335841	0.00450114885961445	"GNAQ/ABAT/CARMIL1/DOCK8/VCL/RAB27A/P2RX4/ADORA2A/DOCK11/SYK/ANO6/PIK3R5/F5/PIK3CG/PRKCA/SCUBE1/CAPZA1/MAPK1/PTPN11/JMJD1C/MYH9"	21
"GO:0050817"	"GO:0050817"	"coagulation"	"21/392"	"342/18670"	1.23980615153196e-05	0.0050856848335841	0.00450114885961445	"GNAQ/ABAT/CARMIL1/DOCK8/VCL/RAB27A/P2RX4/ADORA2A/DOCK11/SYK/ANO6/PIK3R5/F5/PIK3CG/PRKCA/SCUBE1/CAPZA1/MAPK1/PTPN11/JMJD1C/MYH9"	21
"GO:0010921"	"GO:0010921"	"regulation of phosphatase activity"	"14/392"	"175/18670"	2.04448659555231e-05	0.00721440826898656	0.00638520211443318	"SEMA4D/SHOC2/CRY2/FARP1/HSP90B1/WNK1/PPP6R3/PPP2R5E/ROCK1/PHACTR1/PHACTR2/FKBP15/GSK3B/PPARGC1B"	14
"GO:0010506"	"GO:0010506"	"regulation of autophagy"	"20/392"	"327/18670"	2.11050461306287e-05	0.00721440826898656	0.00638520211443318	"DDIT3/UBQLN1/ULK1/ATM/TRIM22/SESN3/USP10/TAB2/ATP6V0A2/SREBF2/ROCK1/FOXO1/SOGA1/RNF41/TAB3/TPCN1/GSK3B/CAMKK2/PRKAG2/NPC1"	20
